data,ano_mes,numero_pedido,cliente,segmento,regiao,vendedor,produto,categoria,tipo_operacao,quantidade,desconto_pct,receita_total,custo_produto,custo_entrega,custo_comissao,frete_subsidiado,margem_contribuicao
2025-04-29,2025-04,50696,Luminar Participacoes LTDA,Condominio,Litoral,Simone Klein,Luva Plastica Descartavel - Pacote 100,Descartaveis,VENDA,3,9.32,52.38,50.82,2.74,1.83,2.74,-3.01
2025-05-01,2025-05,50705,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Embalagem Delivery 750ml - Pacote 100,Descartaveis,VENDA,2,9.57,31.33,21.98,12.49,0.79,3.74,-3.93
2025-05-01,2025-05,50705,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Limpador Multiuso 5L - Fardo 6,Quimicos,VENDA,1,1.79,70.0,33.91,27.92,1.77,8.38,6.4
2025-05-01,2025-05,50709,Zenite Industria LTDA,Mercado,Litoral,Simone Klein,Marmitex Aluminio 800ml - Pacote 100,Descartaveis,VENDA,3,8.27,86.7,83.19,12.9,3.03,12.9,-12.42
2025-05-05,2025-05,50719,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,1,1.41,58.06,21.98,36.04,0.98,10.81,-0.94
2025-05-06,2025-05,50728,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Papel Toalha Interfolha 1000f - Caixa 24,Papel,VENDA,5,1.82,341.2,250.25,30.33,10.24,30.33,50.38
2025-05-07,2025-05,50738,Uniao Negocios LTDA,Hotel,Interior Norte,Rogerio Antunes,Papel Toalha Interfolha 1000f - Caixa 24,Papel,VENDA,1,3.89,101.37,50.05,49.37,2.0,14.81,-0.05
2025-05-07,2025-05,50739,Oriente Negocios ME,Restaurante,Interior Sul,Rogerio Antunes,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,3,9.19,190.92,151.38,20.86,5.73,20.86,12.95
2025-05-07,2025-05,50739,Oriente Negocios ME,Restaurante,Interior Sul,Rogerio Antunes,Copo Descartavel 50ml - Fardo 6,Descartaveis,VENDA,1,12.02,26.45,26.45,2.89,0.79,2.89,-3.68
2025-05-07,2025-05,50743,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,Embalagem Delivery 750ml,Descartaveis,VENDA,5,8.01,141.68,120.1,23.05,4.39,6.92,-5.86
2025-05-07,2025-05,50743,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,2,1.91,73.71,43.96,11.99,2.29,3.6,15.47
2025-05-07,2025-05,50744,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 60L - Fardo 6,Descartaveis,VENDA,10,0.24,116.24,83.9,30.19,2.85,9.05,-0.7
2025-05-08,2025-05,50748,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,3,12.35,187.35,133.86,34.84,4.56,10.45,14.09
2025-05-09,2025-05,50753,Horizonte Negocios EIRELI,Escola,Litoral,Simone Klein,Alvejante 5L - Caixa 24,Quimicos,VENDA,3,1.8,194.08,113.4,36.22,5.91,10.86,38.55
2025-05-09,2025-05,50758,Jangada Comercio ME,Padaria,Regiao Metropolitana,Simone Klein,Papel Toalha Rolo 100f - Fardo 6,Papel,VENDA,1,0.04,112.12,64.98,31.31,3.16,9.4,12.67
2025-05-12,2025-05,50763,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,Prato Descartavel 15cm,Descartaveis,VENDA,2,9.35,65.4,56.02,11.01,1.73,3.31,-3.36
2025-05-14,2025-05,50780,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Papel Toalha Interfolha 1000f,Papel,VENDA,1,2.25,41.1,20.92,18.13,0.99,5.44,1.06
2025-05-14,2025-05,50787,Guarani Servicos LTDA ME,Escola,Litoral,Tarcisio Bueno,Copo Descartavel 200ml - Fardo 12,Descartaveis,VENDA,1,1.18,26.74,17.51,10.1,0.55,3.03,-1.42
2025-05-15,2025-05,50788,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,3,1.96,106.44,95.55,11.87,3.19,11.87,-4.17
2025-05-15,2025-05,50788,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Copo Descartavel 50ml - Fardo 6,Descartaveis,VENDA,20,3.43,580.6,529.0,64.73,17.42,64.73,-30.55
2025-05-16,2025-05,50791,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,1,16.23,43.9,31.33,20.11,0.89,6.03,-8.43
2025-05-21,2025-05,50806,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,1,6.59,20.02,15.59,4.96,0.46,1.49,-0.99
2025-05-23,2025-05,50819,Central Negocios LTDA ME,Clinica,Interior Sul,Simone Klein,Desengordurante 5L,Quimicos,DEVOLUCAO,-1,1.75,-44.14,-33.93,9.09,-1.77,2.72,-17.53
2025-05-26,2025-05,50829,Xavante Distribuidora LTDA ME,Clinica,Interior Sul,Rogerio Antunes,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,1,1.44,35.09,31.33,5.66,1.05,5.66,-2.95
2025-05-26,2025-05,50831,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,SACO LIXO 60L - CAIXA 24,Descartaveis,VENDA,2,5.8,21.44,20.02,5.19,0.64,5.19,-4.41
2025-05-27,2025-05,50838,Zenite Empreendimentos ME,Hotel,Litoral,Tarcisio Bueno,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,3,2.59,52.4,31.23,9.02,1.29,2.7,10.86
2025-05-28,2025-05,50848,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,1,6.36,22.8,10.41,11.47,0.41,3.44,0.51
2025-05-30,2025-05,50864,Oriente Alimentos ME,Padaria,Interior Norte,Tarcisio Bueno,Talher Descartavel Misto - Fardo 6,Descartaveis,VENDA,2,7.39,89.02,72.58,18.05,2.14,5.41,-3.75
2025-05-31,2025-05,50865,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,saco lixo 100l - fardo 12,Descartaveis,VENDA,20,5.61,633.4,590.4,39.4,22.17,39.4,-18.57
2025-06-03,2025-06,50876,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,papel toalha rolo 100f - fardo 6,Papel,VENDA,2,8.52,93.06,61.62,21.11,2.19,6.33,8.14
2025-06-04,2025-06,50884,Guarani Servicos LTDA ME,Escola,Litoral,Tarcisio Bueno,Marmitex Aluminio 800ml,Descartaveis,VENDA,20,22.6,176.19,175.8,30.84,4.33,9.25,-34.78
2025-06-04,2025-06,50887,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Detergente Neutro 5L,Quimicos,VENDA,3,1.55,148.62,99.63,16.3,4.16,16.3,28.53
2025-06-04,2025-06,50888,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,1,4.5,21.58,12.45,5.1,0.5,1.53,3.53
2025-06-05,2025-06,50891,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Papel Toalha Interfolha 1000f - Caixa 24,Papel,VENDA,3,1.89,247.36,150.15,61.1,5.73,18.34,30.38
2025-06-06,2025-06,50903,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Esponja Dupla Face - Fardo 6,Acessorios,VENDA,3,2.48,108.03,59.13,14.7,2.93,4.41,31.27
2025-06-09,2025-06,50908,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,50,3.28,1994.5,1361.0,57.44,55.85,57.44,520.21
2025-06-09,2025-06,50909,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Copo Descartavel 50ml,Descartaveis,VENDA,2,1.82,95.37,65.1,32.47,2.18,9.74,-4.38
2025-06-10,2025-06,50914,Querencia Distribuidora LTDA ME,Padaria,Interior Norte,Rogerio Antunes,Avental PVC - Fardo 6,EPI,VENDA,5,0.3,52.8,22.55,23.65,1.09,7.1,5.51
2025-06-11,2025-06,50920,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Vassoura Nylon - Fardo 12,Acessorios,VENDA,1,3.3,49.28,25.74,10.12,1.18,3.03,12.24
2025-06-12,2025-06,50924,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,1,7.1,59.35,35.23,19.84,1.27,5.95,3.01
2025-06-12,2025-06,50926,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,SACO LIXO 60L - PACOTE 100,Descartaveis,VENDA,3,12.78,67.87,39.99,40.35,1.11,12.11,-13.58
2025-06-16,2025-06,50940,Imperial Empreendimentos EIRELI,Padaria,Litoral,Rogerio Antunes,ESCOVA SANITARIA - CAIXA 24,Acessorios,VENDA,20,5.08,566.6,352.2,40.77,17.0,40.77,156.63
2025-06-17,2025-06,50943,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Copo Descartavel 50ml - Pacote 100,Descartaveis,VENDA,3,2.32,108.2,72.0,40.4,2.24,12.12,-6.44
2025-06-17,2025-06,50946,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,sabao liquido 5l - pacote 100,Quimicos,VENDA,2,2.19,73.53,45.8,8.07,2.38,2.42,17.28
2025-06-18,2025-06,50956,Jangada Empreendimentos ME,Condominio,Litoral,Rogerio Antunes,Alcool 70 1L - Caixa 24,Quimicos,VENDA,3,4.07,175.78,113.7,15.06,4.96,4.52,42.06
2025-06-18,2025-06,50956,Jangada Empreendimentos ME,Condominio,Litoral,Rogerio Antunes,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,3,2.66,287.03,199.59,24.58,8.09,7.37,54.77
2025-06-20,2025-06,50967,querencia negocios me,Restaurante,Litoral,Rogerio Antunes,Papel Toalha Rolo 100f - Pacote 100,Papel,VENDA,3,3.42,239.29,164.67,26.29,6.63,7.89,41.7
2025-06-20,2025-06,50971,Aurora Industria LTDA,Clinica,Regiao Metropolitana,Tarcisio Bueno,Saco Lixo 100L - Pacote 100,Descartaveis,VENDA,5,1.46,105.02,79.6,22.67,2.5,6.8,0.25
2025-06-23,2025-06,50978,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,2,2.16,186.33,124.68,24.15,5.08,7.24,32.42
2025-06-23,2025-06,50983,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Copo Descartavel 200ml,Descartaveis,VENDA,3,0.8,100.98,89.58,4.6,2.83,4.6,3.97
2025-06-25,2025-06,50993,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Alvejante 5L - Fardo 6,Quimicos,VENDA,10,8.6,218.6,157.9,9.78,6.12,9.78,44.8
2025-06-30,2025-06,51008,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 60L - Fardo 6,Descartaveis,VENDA,10,12.63,100.7,83.9,24.85,2.5,7.45,-10.55
2025-06-30,2025-06,51008,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,ESCOVA SANITARIA - CAIXA 24,Acessorios,VENDA,1,5.09,34.25,17.61,8.45,0.85,2.53,7.34
2025-06-30,2025-06,51010,Trevo Empreendimentos LTDA,Padaria,Interior Norte,Rogerio Antunes,Saco Lixo 60L - Fardo 6,Descartaveis,VENDA,10,1.41,105.25,83.9,16.07,2.82,4.82,2.46
2025-07-01,2025-07,51015,Uniao Negocios LTDA,Hotel,Interior Norte,Rogerio Antunes,removedor 1l - pacote 100,Quimicos,VENDA,1,0.92,35.19,17.7,12.31,0.8,3.69,4.38
2025-07-01,2025-07,51017,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,REMOVEDOR 1L - CAIXA 24,Quimicos,VENDA,2,1.48,34.53,20.14,6.38,1.05,1.91,6.96
2025-07-02,2025-07,51024,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Copo Descartavel 200ml - Fardo 12,Descartaveis,VENDA,2,4.41,68.22,62.8,7.13,2.39,7.13,-4.1
2025-07-02,2025-07,51025,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,Desinfetante Lavanda 5L - Fardo 6,Quimicos,VENDA,3,1.13,161.47,92.37,33.02,4.84,9.91,31.24
2025-07-03,2025-07,51030,Uniao Comercio EIRELI,Escola,Interior Sul,Rogerio Antunes,mop umido - fardo 6,Acessorios,VENDA,2,0.51,75.11,40.46,9.82,2.05,2.95,22.78
2025-07-03,2025-07,51030,Uniao Comercio EIRELI,Escola,Interior Sul,Rogerio Antunes,Pano Multiuso - Fardo 6,Acessorios,VENDA,3,2.77,22.85,12.6,2.99,0.62,0.9,6.64
2025-07-03,2025-07,51031,Uniao Servicos LTDA,Industria,Interior Sul,Tarcisio Bueno,papel toalha rolo 100f,Papel,VENDA,2,12.29,90.08,73.94,24.06,2.52,24.06,-10.44
2025-07-03,2025-07,51032,Zenite Participacoes ME,Padaria,Interior Norte,Simone Klein,Alcool 70 1L - Caixa 24,Quimicos,VENDA,1,0.05,63.43,37.9,8.63,2.01,2.59,14.89
2025-07-03,2025-07,51032,Zenite Participacoes ME,Padaria,Interior Norte,Simone Klein,Balde 20L,Acessorios,VENDA,3,1.38,125.64,68.01,17.09,3.98,5.12,36.56
2025-07-07,2025-07,51044,Querencia Negocios LTDA,Industria,Interior Norte,Simone Klein,OCULOS PROTECAO - FARDO 6,EPI,VENDA,50,6.83,335.0,223.0,18.89,11.73,18.89,81.38
2025-07-07,2025-07,51044,Querencia Negocios LTDA,Industria,Interior Norte,Simone Klein,Alvejante 5L - Fardo 12,Quimicos,VENDA,3,2.7,95.46,64.74,5.38,3.34,5.38,22.0
2025-07-08,2025-07,51048,Uniao Negocios LTDA,Hotel,Interior Norte,Rogerio Antunes,Desengordurante 5L,Quimicos,VENDA,10,3.68,495.2,339.3,31.93,14.86,31.93,109.11
2025-07-10,2025-07,51055,Estrela Comercio S/A,Restaurante,Interior Sul,Rogerio Antunes,Mascara Descartavel - Fardo 6,EPI,VENDA,1,0.91,10.98,6.31,1.26,0.3,0.37,3.11
2025-07-18,2025-07,51100,Uniao Negocios LTDA,Hotel,Interior Norte,Rogerio Antunes,SABAO LIQUIDO 5L - FARDO 6,Quimicos,VENDA,3,2.18,134.76,84.03,14.61,3.74,4.38,32.38
2025-07-22,2025-07,51112,Oriente Alimentos ME,Padaria,Interior Norte,Tarcisio Bueno,PAPEL HIGIENICO ROLAO 300M,Papel,VENDA,2,8.1,48.02,25.08,22.86,0.9,6.86,-0.82
2025-07-22,2025-07,51115,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Detergente Neutro 5L - Pacote 100,Quimicos,VENDA,1,6.4,23.31,14.76,3.41,0.59,1.03,4.55
2025-07-26,2025-07,51141,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,saco lixo 30l - fardo 6,Descartaveis,VENDA,10,5.32,139.0,129.2,20.13,4.17,20.13,-14.5
2025-07-26,2025-07,51141,Aurora Distribuidora LTDA,Escola,Regiao Metropolitana,Rogerio Antunes,Alcool 70 1L,Quimicos,VENDA,2,4.75,115.48,80.02,16.73,3.46,16.73,15.27
2025-07-28,2025-07,51149,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,1,3.53,16.74,10.41,2.19,0.53,0.66,3.61
2025-07-29,2025-07,51153,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Saco Lixo 60L - Fardo 6,Descartaveis,VENDA,50,33.66,347.64,419.5,45.2,8.85,13.56,-125.91
2025-07-29,2025-07,51153,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Escova Sanitaria - Fardo 12,Acessorios,VENDA,5,4.27,129.21,72.4,16.8,3.29,5.04,36.72
2025-07-30,2025-07,51155,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,3,11.14,113.98,76.47,52.52,2.16,15.76,-17.17
2025-07-30,2025-07,51159,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,3,4.16,140.67,105.69,17.65,4.22,17.65,13.11
2025-07-31,2025-07,51165,Alvorada Servicos LTDA,Hotel,Interior Norte,Rogerio Antunes,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,10,15.93,333.07,308.3,55.11,8.83,16.54,-39.17
2025-08-07,2025-08,51194,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,saco lixo 30l - fardo 6,Descartaveis,VENDA,50,29.13,520.0,646.0,32.77,14.56,32.77,-173.33
2025-08-08,2025-08,51197,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,Saco Lixo 30L,Descartaveis,VENDA,10,10.68,211.52,175.5,47.75,5.34,14.33,-17.07
2025-08-08,2025-08,51199,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,saco lixo 30l - fardo 6,Descartaveis,VENDA,2,7.57,55.43,25.84,40.41,0.76,12.12,-11.58
2025-08-11,2025-08,51207,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Guardanapo 24x24,Papel,VENDA,3,2.05,179.04,131.61,11.42,6.27,11.42,29.74
2025-08-14,2025-08,51217,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Escova Sanitaria - Caixa 24,Acessorios,VENDA,2,3.2,15.82,9.64,2.84,0.55,2.84,2.79
2025-08-15,2025-08,51229,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Guardanapo 24x24 - Caixa 24,Papel,VENDA,1,2.8,76.38,45.97,20.46,1.74,6.14,8.21
2025-08-16,2025-08,51230,Aurora Industria LTDA,Clinica,Regiao Metropolitana,Tarcisio Bueno,Papel Toalha Rolo 100f - Caixa 24,Papel,DEVOLUCAO,-10,2.27,-439.28,-352.3,55.61,-13.39,16.69,-129.2
2025-08-18,2025-08,51232,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Limpador Multiuso 5L - Fardo 6,Quimicos,VENDA,3,4.93,146.55,101.73,18.44,4.4,18.44,21.98
2025-08-18,2025-08,51235,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,1,3.65,29.52,19.37,11.88,0.74,3.57,-2.47
2025-08-18,2025-08,51238,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bobina Papel Toalha 200m,Papel,VENDA,2,1.92,110.09,70.42,20.24,3.36,6.07,16.07
2025-08-19,2025-08,51242,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Talher Descartavel Misto - Pacote 100,Descartaveis,VENDA,1,15.6,25.24,26.31,3.62,0.76,3.62,-5.45
2025-08-20,2025-08,51253,Boreal Empreendimentos LTDA,Industria,Regiao Metropolitana,Tarcisio Bueno,Rodo 40cm,Acessorios,VENDA,2,0.32,54.14,27.3,11.43,1.29,3.43,14.12
2025-08-21,2025-08,51259,Horizonte Industria S/A,Escola,Interior Norte,Rogerio Antunes,Copo Descartavel 50ml - Pacote 100,Descartaveis,VENDA,2,6.78,28.9,25.74,2.35,0.82,0.71,-0.01
2025-08-21,2025-08,51261,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,BOTA PVC - FARDO 6,EPI,VENDA,5,1.9,37.24,22.05,3.42,1.05,1.03,10.72
2025-08-22,2025-08,51263,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Luva Plastica Descartavel - Pacote 100,Descartaveis,VENDA,3,5.26,54.72,50.82,7.87,1.92,7.87,-5.89
2025-08-22,2025-08,51265,Central Negocios LTDA ME,Clinica,Interior Sul,Simone Klein,Bota PVC - Fardo 12,EPI,VENDA,5,1.08,155.64,90.7,15.63,5.06,4.69,44.25
2025-08-22,2025-08,51267,Nortao Empreendimentos LTDA ME,Padaria,Interior Sul,Tarcisio Bueno,Luva Plastica Descartavel - Pacote 100,Descartaveis,VENDA,3,1.05,75.17,50.82,25.74,1.6,7.72,-2.99
2025-08-25,2025-08,51271,Central Negocios ME,Mercado,Interior Sul,Tarcisio Bueno,borrifador 500ml - fardo 6,Acessorios,VENDA,5,2.76,154.25,93.6,8.83,4.32,8.83,47.5
2025-08-26,2025-08,51282,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,1,1.33,77.21,35.23,41.32,1.35,12.39,-0.69
2025-08-27,2025-08,51289,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,3,8.94,80.52,58.11,29.15,1.8,8.75,-8.54
2025-08-28,2025-08,51292,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Guardanapo 24x24 - Caixa 24,Papel,VENDA,2,3.79,157.82,97.8,38.75,4.57,11.63,16.7
2025-08-28,2025-08,51292,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Alvejante 5L - Fardo 6,Quimicos,VENDA,1,0.17,28.84,15.79,7.08,0.84,2.12,5.13
2025-08-28,2025-08,51297,Guarani Participacoes LTDA ME,Condominio,Litoral,Rogerio Antunes,Saco Lixo 30L,Descartaveis,VENDA,20,11.31,353.6,351.0,26.79,10.61,26.79,-34.8
2025-08-29,2025-08,51302,Central Alimentos LTDA ME,Clinica,Litoral,Tarcisio Bueno,LUVA PLASTICA DESCARTAVEL,Descartaveis,VENDA,5,1.88,179.6,161.1,24.69,5.03,24.69,-11.22
2025-09-01,2025-09,51314,horizonte distribuidora me,Condominio,Regiao Metropolitana,Rogerio Antunes,Removedor 1L - Fardo 6,Quimicos,VENDA,2,0.82,35.89,19.86,8.61,0.9,2.58,6.52
2025-09-03,2025-09,51326,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,3,0.35,146.28,105.69,22.61,4.39,22.61,13.59
2025-09-03,2025-09,51329,Trevo Empreendimentos LTDA,Padaria,Interior Norte,Rogerio Antunes,Copo Descartavel 200ml - Fardo 12,Descartaveis,VENDA,10,4.97,220.84,175.1,45.34,5.67,13.6,-5.27
2025-09-05,2025-09,51350,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Removedor 1L - Fardo 6,Quimicos,VENDA,1,4.02,18.01,9.93,5.11,0.51,1.54,2.46
2025-09-08,2025-09,51357,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,COPO DESCARTAVEL 200ML - FARDO 6,Descartaveis,VENDA,3,10.68,92.04,70.86,28.76,2.16,8.63,-9.74
2025-09-08,2025-09,51359,Xavante Industria EIRELI,Escola,Regiao Metropolitana,Tarcisio Bueno,BORRIFADOR 500ML - FARDO 12,Acessorios,VENDA,3,0.25,162.87,86.16,24.56,4.08,7.37,48.07
2025-09-11,2025-09,51378,missoes empreendimentos me,Clinica,Regiao Metropolitana,Rogerio Antunes,Papel Toalha Interfolha 1000f,Papel,VENDA,10,2.02,308.2,209.2,33.57,8.54,10.07,56.89
2025-09-12,2025-09,51384,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,papel higienico rolao 300m - fardo 6,Papel,VENDA,2,3.73,164.08,122.72,13.56,4.59,13.56,23.21
2025-09-12,2025-09,51386,Central Negocios ME,Mercado,Interior Sul,Tarcisio Bueno,REMOVEDOR 1L - CAIXA 24,Quimicos,VENDA,20,5.05,289.8,201.4,14.92,8.11,14.92,65.37
2025-09-13,2025-09,51388,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,10,3.3,201.81,124.5,27.74,5.11,8.33,44.46
2025-09-15,2025-09,51390,Luminar Participacoes LTDA,Condominio,Litoral,Simone Klein,Talher Descartavel Misto - Pacote 100,Descartaveis,VENDA,10,12.6,302.67,263.1,59.11,9.15,17.74,-28.69
2025-09-15,2025-09,51390,Luminar Participacoes LTDA,Condominio,Litoral,Simone Klein,Copo Descartavel 50ml - Pacote 100,Descartaveis,VENDA,2,15.43,28.63,25.74,5.59,0.87,1.68,-3.57
2025-09-15,2025-09,51391,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Desinfetante Lavanda 5L - Pacote 100,Quimicos,VENDA,10,1.73,557.8,374.6,22.63,16.73,22.63,143.84
2025-09-16,2025-09,51399,Querencia Distribuidora LTDA ME,Padaria,Interior Norte,Rogerio Antunes,Copo Descartavel 200ml - Pacote 100,Descartaveis,VENDA,3,1.11,112.59,86.7,21.64,2.92,6.49,1.33
2025-09-17,2025-09,51404,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,PAPEL HIGIENICO ROLAO 300M,Papel,VENDA,10,3.51,190.98,125.4,32.69,5.88,9.81,27.01
2025-09-17,2025-09,51407,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,5,3.86,235.2,176.15,28.2,6.59,28.2,24.26
2025-09-17,2025-09,51408,Zenite Participacoes ME,Padaria,Interior Norte,Simone Klein,DETERGENTE NEUTRO 5L - PACOTE 100,Quimicos,VENDA,1,1.08,22.85,10.96,9.17,0.58,2.75,2.14
2025-09-18,2025-09,51415,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Copo Descartavel 200ml,Descartaveis,VENDA,1,1.64,33.37,29.86,3.95,1.17,3.95,-1.61
2025-09-18,2025-09,51418,Imperial Empreendimentos EIRELI,Padaria,Litoral,Rogerio Antunes,Alvejante 5L,Quimicos,VENDA,1,1.43,62.19,41.64,6.38,1.87,6.38,12.3
2025-09-19,2025-09,51419,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Mop Umido,Acessorios,VENDA,1,3.15,44.84,24.11,7.52,1.11,2.25,12.1
2025-09-20,2025-09,51422,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,Balde 20L - Caixa 24,Acessorios,VENDA,5,9.09,71.37,40.8,12.17,1.76,3.65,16.64
2025-09-24,2025-09,51433,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,2,2.1,56.72,50.98,6.29,1.59,6.29,-2.14
2025-09-25,2025-09,51436,Aurora Industria LTDA,Clinica,Regiao Metropolitana,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,3,3.14,166.86,113.7,11.65,4.67,11.65,36.84
